	Ensembl.ID	MGI.Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17200225	NA	NA	-0,0642427093	4,4545431231	-0,2517575798	0,8022287702	0,9419216331	-6,3449255654
17209899	NA	NA	-0,0464446646	6,8905583385	-0,25167133	0,8022950799	0,941965767	-6,3449470416
17542971	ENSMUSG00000073077	Gm8787	0,0200179828	5,0850168	0,2516312043	0,8023259294	0,9419682659	-6,3449570304
17217901	ENSMUSG00000033964	Zbtb41	-0,0107117423	8,5110431538	-0,25155884	0,8023815655	0,9419998641	-6,3449750405
17201197	NA	NA	-0,0619687715	5,5835452	-0,2513621286	0,802532809	0,9421160359	-6,3450239722
17252890	ENSMUSG00000018809	Smyd4	-0,0174783588	6,9585936154	-0,2513231716	0,8025627623	0,9421160359	-6,3450336582
17439842	ENSMUSG00000034462	Pkd2	0,0099684224	8,4407853077	0,2513180557	0,8025666959	0,9421160359	-6,3450349301
17206057	NA	NA	0,0485824355	7,0318164154	0,251158831	0,8026891243	0,9421474948	-6,3450745022
17323675	ENSMUSG00000000325	Arvcf	0,0162984138	7,1801597231	0,2510955818	0,8027377582	0,9421474948	-6,3450902145
17278771	ENSMUSG00000064496	DQ267101	-0,0209368608	7,1616173538	-0,2510853502	0,8027456256	0,9421474948	-6,3450927559
17349174	ENSMUSG00000024258	Polr2d	0,0176686651	8,0256033538	0,2510511831	0,802771898	0,9421474948	-6,3451012417
17368515	NA	NA	0,0213334471	4,0416328462	0,2509876154	0,8028207781	0,9421474948	-6,3451170264
17290394	NA	NA	0,0242223867	5,4321644462	0,2509369078	0,8028597701	0,9421474948	-6,345129615
17290396	NA	NA	0,0242223867	5,4321644462	0,2509369078	0,8028597701	0,9421474948	-6,345129615
17236470	ENSMUSG00000078974	Gm4184	0,0219235426	8,5063234	0,2509188591	0,8028736489	0,9421474948	-6,3451340951
17529871	ENSMUSG00000043587	Pxylp1	0,0175508174	6,6727301077	0,2508986305	0,8028892041	0,9421474948	-6,3451391159
17510127	NA	NA	0,0207595618	6,0336128462	0,2508797364	0,8029037331	0,9421474948	-6,3451438051
17547541	NA	NA	0,023455941	5,4426119385	0,250836354	0,8029370932	0,9421474948	-6,3451545707
17204925	NA	NA	-0,0336972967	7,6141989385	-0,2508348957	0,8029382147	0,9421474948	-6,3451549325
17418059	ENSMUSG00000028626	Col9a2	0,0245243467	6,3701790308	0,2505963877	0,8031216287	0,9423289946	-6,3452140858
17322621	ENSMUSG00000022516	Nudt16l1	0,0137097685	8,0494050923	0,2503600069	0,803303418	0,9424757163	-6,3452726562
17330749	NA	NA	0,0268374587	4,8907735538	0,2503343891	0,8033231201	0,9424757163	-6,3452790004
17371870	NA	NA	-0,0209492916	4,6480277692	-0,2501135077	0,8034930006	0,9424757163	-6,3453336749
17428871	NA	NA	-0,1010788719	5,8956456154	-0,2500705925	0,8035260079	0,9424757163	-6,3453442921
17313037	NA	NA	0,0288613163	6,5329480154	0,2500424579	0,8035476472	0,9424757163	-6,3453512516
17352216	ENSMUSG00000047992	Fam69c	0,0255960257	5,6484961077	0,2499730023	0,8036010686	0,9424757163	-6,345368429
17405746	ENSMUSG00000049404	Rarres1	0,0255870427	4,4254571231	0,2499469939	0,8036210731	0,9424757163	-6,34537486
17219479	NA	NA	0,037463987	9,5900083538	0,2498713984	0,8036792184	0,9424757163	-6,3453935486
17444749	NA	NA	0,018408571	4,4659108615	0,249847836	0,803697342	0,9424757163	-6,3453993725
17245665	ENSMUSG00000025436	Atp23	0,0153122655	7,3025134462	0,2498233575	0,8037161703	0,9424757163	-6,3454054223
17357374	ENSMUSG00000071644	Eef1g	-0,0109836336	9,0188152308	-0,2497943455	0,8037384859	0,9424757163	-6,3454125917
17549190	NA	NA	0,0246365301	4,8217109385	0,2497829669	0,8037472381	0,9424757163	-6,3454154033
17434490	ENSMUSG00000012428	Steap4	0,0195198869	4,7934004615	0,2497727554	0,8037550927	0,9424757163	-6,3454179265
17289695	ENSMUSG00000071180	Smim15	-0,0115971989	9,1606881692	-0,2497217519	0,8037943244	0,9424757163	-6,3454305273
17445246	ENSMUSG00000097321	1700028E10Rik	-0,0257755593	5,4433445692	-0,2497063505	0,8038061712	0,9424757163	-6,3454343318
17206795	NA	NA	0,0579109497	5,2804579231	0,2496915479	0,8038175575	0,9424757163	-6,3454379883
17206731	NA	NA	0,0600435963	5,1850920769	0,2496503499	0,8038492474	0,9424757163	-6,3454481635
17203225	NA	NA	0,0743211714	6,4116128462	0,249627323	0,8038669601	0,9424757163	-6,34545385
17272895	ENSMUSG00000025580	Eif4a3	0,0262482293	5,9884148308	0,2496158015	0,8038758227	0,9424757163	-6,345456695
17240224	NA	NA	-0,0331935124	4,8414180923	-0,2496092355	0,8038808734	0,9424757163	-6,3454583163
17410984	ENSMUSG00000043020	Wdr63	-0,0236854703	5,2853155538	-0,2495513405	0,8039254079	0,9424757163	-6,3454726103
17371636	ENSMUSG00000070880	Gad1	0,0192623155	7,1413041077	0,249521383	0,8039484523	0,9424757163	-6,3454800053
17423215	ENSMUSG00000050323	Ndufaf6	-0,0162995549	6,7666012923	-0,249505091	0,8039609847	0,9424757163	-6,3454840266
17463385	NA	NA	0,026590876	5,8045107846	0,2494586815	0,8039966852	0,9424757163	-6,3454954803
17201569	NA	NA	-0,0486065311	5,3404288769	-0,2494582382	0,8039970262	0,9424757163	-6,3454955897
17249375	ENSMUSG00000020392	Cdkn2aipnl	-0,0085873991	10,3215015385	-0,2494360225	0,8040141157	0,9424757163	-6,3455010717
17357338	ENSMUSG00000071646	Mta2	0,0110545465	8,4329074308	0,2494250387	0,8040225651	0,9424757163	-6,3455037819
17350401	ENSMUSG00000073568	Arl14epl	-0,0201176401	5,2359601385	-0,2493811644	0,8040563159	0,9424815937	-6,3455146065
17444674	ENSMUSG00000070420	Zscan25	0,01761033	6,7740714	0,2493045347	0,8041152653	0,9425170064	-6,3455335079
17407017	ENSMUSG00000028041	Adam15	0,0141784374	8,2807302769	0,2490526736	0,8043090238	0,9426518555	-6,345595591
17300247	NA	NA	0,0296749004	5,0992983077	0,2490484695	0,8043122581	0,9426518555	-6,3455966267
17503559	ENSMUSG00000036810	Cnep1r1	-0,0124426426	8,7958944769	-0,2490429053	0,8043165388	0,9426518555	-6,3455979976
17252401	NA	NA	-0,0301926543	8,6085644769	-0,248846406	0,8044677161	0,9427657002	-6,3456463887
17300364	NA	NA	-0,0773518553	5,8000772154	-0,2488419198	0,8044711676	0,9427657002	-6,3456474931
17509425	NA	NA	-0,0300433933	6,0081388462	-0,2487123606	0,8045708486	0,942848827	-6,3456793777
17293933	ENSMUSG00000057842	Zfp595	-0,0296236123	5,5815074615	-0,2486598978	0,8046112136	0,94286244	-6,3456922842
17410410	ENSMUSG00000050931	Sgms2	0,0209520819	6,5840319538	0,248542484	0,8047015541	0,9429041017	-6,3457211594
17203043	NA	NA	-0,0589351662	5,9299674	-0,248484281	0,8047463376	0,9429041017	-6,3457354681
17395462	ENSMUSG00000049999	Ppp1r3d	-0,0172809682	6,257043	-0,2484625969	0,8047630223	0,9429041017	-6,3457407981
17205491	NA	NA	-0,0395720496	7,5796393538	-0,2484324384	0,8047862278	0,9429041017	-6,3457482103
17366168	ENSMUSG00000094649	Gm7102	-0,0314362053	5,1615164923	-0,2484268666	0,8047905149	0,9429041017	-6,3457495796
17263070	NA	NA	-0,0217557523	5,1858560154	-0,2483019126	0,8048866628	0,9429830635	-6,34578028
17305315	NA	NA	-0,0223465657	4,5731216769	-0,2482207625	0,8049491066	0,9430042116	-6,3458002099
17399460	ENSMUSG00000042613	Pbxip1	0,0174750767	6,9802962462	0,2482037218	0,8049622193	0,9430042116	-6,3458043941
17219086	ENSMUSG00000052428	Tmco1	0,0132887681	8,7993425077	0,2481154878	0,8050301159	0,9430500665	-6,3458260548
17206029	NA	NA	-0,0468111032	6,6121565538	-0,2480367408	0,8050907134	0,9430873679	-6,34584538
17347355	ENSMUSG00000024079	Eif2ak2	-0,0189300988	6,0564465231	-0,2479163427	0,8051833647	0,9431536443	-6,345874915
17279014	ENSMUSG00000021271	Zfp839	0,0193645373	6,6080446462	0,2478884801	0,8052048065	0,9431536443	-6,345881748
17411621	NA	Gm11802	-0,0344288509	4,7098340615	-0,2478273363	0,8052518606	0,9431750749	-6,3458967401
17253304	NA	NA	-0,0236898669	6,5652655692	-0,247722215	0,8053327598	0,9432010659	-6,3459225066
17511560	ENSMUSG00000110332	Gm19935	0,0247780099	5,5487523692	0,2476527889	0,8053861899	0,9432010659	-6,3459395177
17201033	NA	NA	-0,0301293598	6,6750733538	-0,2475939869	0,8054314446	0,9432010659	-6,345953922
17494507	NA	NA	-0,0222323695	6,9192907846	-0,247584151	0,8054390145	0,9432010659	-6,3459563311
17205287	NA	NA	0,0438481613	5,2812861077	0,2475553934	0,8054611469	0,9432010659	-6,3459633741
17209477	NA	NA	0,0438481613	5,2812861077	0,2475553934	0,8054611469	0,9432010659	-6,3459633741
17202605	NA	NA	-0,0571287764	4,5082652308	-0,2474904732	0,8055111114	0,9432010659	-6,3459792707
17514343	NA	NA	-0,1041948535	4,7916588	-0,2474555567	0,8055379844	0,9432010659	-6,3459878188
17418982	ENSMUSG00000001333	Sync	-0,0182775724	5,0275927692	-0,2474462738	0,8055451289	0,9432010659	-6,3459900911
17476364	ENSMUSG00000030579	Tyrobp	-0,0252245943	6,5681060923	-0,247424823	0,8055616385	0,9432010659	-6,3459953418
17466273	NA	NA	-0,0214182571	4,3373819385	-0,2472421411	0,8057022425	0,9432782173	-6,3460400398
17310872	ENSMUSG00000022261	Sdc2	-0,0153167591	8,7615412154	-0,2472414204	0,8057027972	0,9432782173	-6,346040216
17296112	NA	NA	-0,0283731447	4,9979176769	-0,2472271061	0,8057138147	0,9432782173	-6,346043717
17279001	ENSMUSG00000037957	Wdr20	0,0192967044	7,2800722769	0,2471865544	0,805745027	0,9432810869	-6,346053634
17299101	NA	NA	-0,0236372481	4,4728786154	-0,2471377129	0,8057826202	0,9432914262	-6,3460655761
17448766	NA	NA	0,0262309029	9,6073628462	0,2470198527	0,805873339	0,9433428762	-6,3460943841
17372644	ENSMUSG00000027074	Slc43a3	-0,0198730995	4,7995238	-0,2470058772	0,8058840963	0,9433428762	-6,3460977991
17486469	ENSMUSG00000110097	Zscan4a	-0,0425057861	5,5884234154	-0,2468622115	0,805994682	0,9434253163	-6,3461328941
17521171	ENSMUSG00000045322	Tlr9	-0,0265098973	5,4553913077	-0,2467991915	0,8060431925	0,9434253163	-6,3461482823
17323320	ENSMUSG00000058600	Gm5481	0,0305219803	8,4481574154	0,246784423	0,8060545608	0,9434253163	-6,3461518879
17206875	NA	NA	0,0532521479	6,5000210154	0,246764904	0,806069586	0,9434253163	-6,346156653
17539740	NA	NA	-0,0133341922	4,4006108923	-0,246625251	0,8061770895	0,9434966172	-6,3461907348
17533440	ENSMUSG00000051228	Nyx	0,0256448554	4,6466501538	0,2466110238	0,8061880416	0,9434966172	-6,3461942058
17209207	NA	NA	-0,0347201186	6,6584898	-0,2465234999	0,8062554188	0,9435418008	-6,3462155547
17202779	NA	NA	-0,0304536929	7,7780754615	-0,2462259647	0,8064844766	0,943699254	-6,346288073
17407338	NA	NA	0,0216081667	10,7892942923	0,2462229825	0,8064867725	0,943699254	-6,3462887994
17501905	NA	NA	0,0124892311	8,1108482154	0,2461578583	0,8065369108	0,943699254	-6,3463046603
17330654	ENSMUSG00000033187	BC016579	0,0278360819	4,2438549077	0,2461497407	0,8065431605	0,943699254	-6,346306637
17366790	ENSMUSG00000094297	Mir669k	0,0243564856	6,1223550154	0,2461136667	0,8065709338	0,943699254	-6,3463154207
17366826	ENSMUSG00000094297	Mir669k	0,0243564856	6,1223550154	0,2461136667	0,8065709338	0,943699254	-6,3463154207
17465272	ENSMUSG00000024211	Grm8	0,0145595548	6,9733279385	0,2460859011	0,8065923106	0,943699254	-6,3463221805
17206253	NA	NA	-0,0492452759	5,7195573538	-0,2459797675	0,8066740248	0,943699254	-6,3463480127
17224684	ENSMUSG00000004872	Pax3	0,018587626	4,968982	0,2459090815	0,8067284483	0,943699254	-6,3463652109
17202379	NA	NA	-0,0290500572	7,6564997692	-0,2458871091	0,8067453659	0,943699254	-6,346370556
17468690	ENSMUSG00000030057	Cnbp	-0,0097432989	10,7812675385	-0,2458501392	0,8067738308	0,943699254	-6,3463795482
17339987	NA	NA	0,0173292922	7,9728282308	0,2458380298	0,8067831544	0,943699254	-6,3463824933
17308794	NA	NA	-0,0404041709	4,1877824615	-0,2458015232	0,806811263	0,943699254	-6,346391371
17433803	ENSMUSG00000084803	5830444B04Rik	-0,0237012321	4,8369076154	-0,2457722828	0,8068337771	0,943699254	-6,3463984808
17248072	NA	NA	-0,030580972	8,4652792769	-0,2457574743	0,8068451792	0,943699254	-6,3464020812
17437803	ENSMUSG00000037795	N4bp2	-0,0181965063	6,7899268615	-0,245734711	0,8068627063	0,943699254	-6,3464076152
17474078	ENSMUSG00000041420	Meis3	-0,0217279367	6,7361777692	-0,2457133946	0,8068791195	0,943699254	-6,346412797
17525746	ENSMUSG00000038112	AW551984	0,0289389153	6,8498669077	0,2455692212	0,8069901319	0,9437192442	-6,346447832
17426429	NA	Gm12911	-0,0258880488	4,4349814154	-0,2455631028	0,8069948431	0,9437192442	-6,3464493184
17248125	NA	NA	0,0263308499	4,4092788308	0,2455109568	0,8070349962	0,9437192442	-6,3464619848
17205025	NA	NA	0,0416224919	6,1631825538	0,2454798142	0,8070589767	0,9437192442	-6,3464695482
17209215	NA	NA	0,0416224919	6,1631825538	0,2454798142	0,8070589767	0,9437192442	-6,3464695482
17271984	ENSMUSG00000020744	Slc25a19	0,0110038734	7,8009391385	0,2454426457	0,8070875974	0,9437192442	-6,3464785738
17535697	ENSMUSG00000002014	Ssr4	-0,0157895048	8,0388738923	-0,2453831799	0,8071333883	0,9437192442	-6,3464930109
17476263	ENSMUSG00000049421	Zfp260	-0,0116599389	8,0579549692	-0,2453640476	0,807148121	0,9437192442	-6,3464976552
17479148	ENSMUSG00000100005	B130024G19Rik	-0,0303275255	5,8381476462	-0,245272788	0,8072183959	0,9437192442	-6,3465198027
17514760	ENSMUSG00000031928	Mre11a	0,0146952318	7,3025474462	0,2452039245	0,8072714256	0,9437192442	-6,3465365096
17464238	ENSMUSG00000040370	Etfrf1	-0,0138014217	8,2351290923	-0,2451696988	0,8072977822	0,9437192442	-6,3465448113
17468816	NA	LOC101056056	-0,0345000446	4,9695019692	-0,2451621862	0,8073035675	0,9437192442	-6,3465466334
17204713	NA	NA	-0,0332145557	5,943381	-0,2451240519	0,8073329343	0,9437192442	-6,3465558816
17292023	NA	Gm31683	0,028044643	4,8992268308	0,2451228851	0,8073338329	0,9437192442	-6,3465561645
17395863	ENSMUSG00000027583	Zbtb46	0,0179247628	6,3383868769	0,2451130011	0,8073414444	0,9437192442	-6,3465585613
17291012	ENSMUSG00000069309	Hist1h2an	0,0239511702	8,1040229385	0,2450933153	0,8073566044	0,9437192442	-6,3465633346
17469446	ENSMUSG00000093661	Eif4e3	0,0096835868	8,5919851385	0,2449533394	0,8074644015	0,9437809471	-6,3465972643
17210265	NA	NA	-0,0820145174	4,3975265692	-0,2449126717	0,8074957209	0,9437809471	-6,3466071184
17210287	NA	NA	-0,0820145174	4,3975265692	-0,2449126717	0,8074957209	0,9437809471	-6,3466071184
17200461	NA	NA	-0,0372289201	6,6638262615	-0,2448157916	0,8075703323	0,943834516	-6,3466305865
17206069	NA	NA	0,061255172	5,7930561385	0,2446903655	0,8076669309	0,9438905305	-6,346660956
17308128	ENSMUSG00000092499	1700092C10Rik	-0,0198400559	4,2976359077	-0,2446788247	0,8076758193	0,9438905305	-6,3466637495
17346150	ENSMUSG00000037095	Lrg1	-0,0280759667	4,8937026154	-0,2446270416	0,8077157018	0,9439035051	-6,3466762826
17243638	ENSMUSG00000049038	Mterf2	0,0175443327	6,8280744	0,2444923882	0,807819412	0,9439629814	-6,3467088606
17539997	ENSMUSG00000031165	Was	0,024163383	4,6756283692	0,2444862227	0,8078241607	0,9439629814	-6,3467103518
17462944	ENSMUSG00000038451	Spsb2	-0,0234120836	4,9210086308	-0,2444314012	0,8078663853	0,9439786889	-6,3467236098
17295981	ENSMUSG00000042655	Fam159b	0,0340431015	5,1440561846	0,2439261665	0,8082555543	0,9443997796	-6,3468456558
17377940	ENSMUSG00000042548	Asxl1	-0,0130290253	7,1859033538	-0,2437860677	0,8083634773	0,9444922325	-6,3468794539
17242474	ENSMUSG00000001211	Agpat3	-0,0100318603	9,9161098769	-0,2436917618	0,8084361266	0,9444965083	-6,3469021938
17543920	ENSMUSG00000087620	5330434G04Rik	-0,0146281528	8,0772792154	-0,2436704202	0,8084525675	0,9444965083	-6,3469073386
17532524	NA	NA	-0,0124705579	11,4193835231	-0,2436691687	0,8084535317	0,9444965083	-6,3469076403
17498075	NA	NA	-0,0391535789	5,4395821077	-0,2435978421	0,8085084801	0,9445270579	-6,3469248318
17203325	NA	NA	0,0467148654	6,2809018	0,2434312976	0,8086367861	0,9446433009	-6,3469649536
17466908	ENSMUSG00000029776	Hibadh	0,0128630405	9,2577016308	0,2432762901	0,8087562087	0,9446795099	-6,3470022715
17238914	ENSMUSG00000096054	Syne1	0,0228841331	8,0150622769	0,2431625222	0,808843862	0,9446795099	-6,3470296459
17254249	ENSMUSG00000020680	Taf15	-0,013626635	8,3295370769	-0,2431507148	0,8088529592	0,9446795099	-6,3470324862
17504958	ENSMUSG00000008450	Nutf2	0,0219749576	8,3700968615	0,2430688954	0,8089159993	0,9446795099	-6,3470521645
17406962	ENSMUSG00000042766	Trim46	-0,0139558664	8,4875834615	-0,2430153399	0,8089572633	0,9446795099	-6,3470650414
17260744	NA	NA	0,0225672993	4,8817385692	0,2429835554	0,8089817533	0,9446795099	-6,3470726824
17206043	NA	NA	0,068265954	4,9556807538	0,2429354341	0,809018831	0,9446795099	-6,3470842488
17204705	NA	NA	-0,0496805428	6,6334494	-0,2429214496	0,8090296062	0,9446795099	-6,3470876097
17446760	ENSMUSG00000038803	Ost4	0,0089662081	9,4943647385	0,2429208263	0,8090300865	0,9446795099	-6,3470877595
17548977	NA	NA	-0,0203702584	4,5832762154	-0,2428984662	0,8090473153	0,9446795099	-6,3470931328
17400222	ENSMUSG00000008958	Vps72	0,0138381295	7,5580746615	0,2428956488	0,8090494861	0,9446795099	-6,3470938098
17201817	NA	NA	0,0667379047	6,2031682308	0,2428941592	0,809050634	0,9446795099	-6,3470941678
17201993	NA	NA	0,0667379047	6,2031682308	0,2428941592	0,809050634	0,9446795099	-6,3470941678
17445682	ENSMUSG00000069720	4930572O03Rik	0,0211176196	5,8628208308	0,2428663588	0,8090720547	0,9446795099	-6,3471008477
17471394	ENSMUSG00000047228	A2ml1	0,0168501323	4,3504219846	0,2428302996	0,8090998394	0,9446795099	-6,3471095109
17490391	ENSMUSG00000038539	Atf5	0,0149306481	6,6441121692	0,2427850406	0,809134713	0,9446833798	-6,3471203826
17446434	NA	NA	0,0245250551	5,9779141692	0,2427429532	0,8091671432	0,9446833798	-6,3471304906
17398430	ENSMUSG00000028015	Ctso	-0,0147579794	8,4589358308	-0,2427039343	0,8091972093	0,9446833798	-6,3471398601
17547554	NA	NA	0,017936757	6,3915638462	0,2426764731	0,8092183697	0,9446833798	-6,3471464533
17322039	ENSMUSG00000046834	Krt1	-0,0197978407	6,0540820769	-0,2425643645	0,8093047574	0,9447274505	-6,3471733622
17205213	NA	NA	-0,0748758488	4,6987673385	-0,2424610984	0,8093843334	0,9447274505	-6,3471981377
17209403	NA	NA	-0,0748758488	4,6987673385	-0,2424610984	0,8093843334	0,9447274505	-6,3471981377
17470625	NA	NA	0,0283301237	4,8326376	0,2424453794	0,8093964465	0,9447274505	-6,347201908
17260453	ENSMUSG00000086373	Gm11978	-0,0226523131	5,3740369231	-0,2423929838	0,8094368231	0,9447274505	-6,3472144739
17475498	ENSMUSG00000052974	Cyp2f2	0,0305313114	4,6866676769	0,2423875095	0,8094410416	0,9447274505	-6,3472157866
17518616	ENSMUSG00000032387	Rbpms2	-0,0270689336	5,1341860462	-0,2423658174	0,8094577579	0,9447274505	-6,347220988
17431440	NA	NA	-0,0145767133	7,0553036	-0,2423250749	0,809489155	0,9447304753	-6,3472307562
17238924	ENSMUSG00000096054	Syne1	0,016195389	9,8208409231	0,2422519335	0,8095455203	0,9447519423	-6,347248288
17339340	ENSMUSG00000049672	Zbtb14	-0,0169696464	6,9276663846	-0,2421462816	0,8096269411	0,9447519423	-6,3472736031
17296470	ENSMUSG00000079048	4933413L06Rik	-0,0271081543	4,0847195692	-0,2421416438	0,8096305153	0,9447519423	-6,3472747141
17374318	ENSMUSG00000041255	Tmco5b	-0,0266235985	4,2136871538	-0,2421412319	0,8096308327	0,9447519423	-6,3472748128
17208063	NA	NA	-0,0456308017	5,9647341385	-0,2421143117	0,8096515792	0,9447519423	-6,3472812613
17511296	ENSMUSG00000005150	Wdr83	-0,0162390935	7,9837656615	-0,2418494487	0,8098557071	0,9449248183	-6,3473446681
17268240	NA	NA	0,0290348873	4,8090884308	0,2418234034	0,8098757808	0,9449248183	-6,3473508994
17283770	NA	NA	0,0328936481	5,2697742769	0,241796653	0,809896398	0,9449248183	-6,3473572988
17269556	ENSMUSG00000014195	Dnajc7	-0,0106618911	8,9863219692	-0,2417725446	0,809914979	0,9449248183	-6,3473630655
17417660	ENSMUSG00000048772	Tmem53	-0,0230903632	5,1089193231	-0,2414794017	0,8101409219	0,9449917813	-6,3474331395
17200121	NA	NA	-0,0507728118	6,0120009692	-0,2414788322	0,8101413608	0,9449917813	-6,3474332755
17383612	ENSMUSG00000075419	Dolk	0,0164758525	7,2468235846	0,2414780652	0,810141952	0,9449917813	-6,3474334587
17380572	NA	Gm14327	0,0393218041	5,8889339231	0,2414189956	0,8101874825	0,9449917813	-6,3474475686
17472043	ENSMUSG00000032641	Gpr19	0,0153716963	6,2519142308	0,2413869854	0,8102121561	0,9449917813	-6,3474552134
17210381	NA	NA	-0,0563376522	5,5022477077	-0,2413807391	0,8102169707	0,9449917813	-6,347456705
17538431	ENSMUSG00000093039	Mir1912	0,0262747989	6,5899385538	0,2412980582	0,8102807024	0,9449917813	-6,347476446
17448543	ENSMUSG00000029209	Gnpda2	-0,015572892	7,1888101538	-0,2412911425	0,8102860332	0,9449917813	-6,3474780969
17256378	ENSMUSG00000001558	Klhl10	-0,0263429385	4,9733333231	-0,2412842966	0,8102913101	0,9449917813	-6,347479731
17367926	ENSMUSG00000036646	Man1b1	-0,0118241455	7,3925670154	-0,2412801877	0,8102944774	0,9449917813	-6,3474807119
17207427	NA	NA	0,0830226904	4,2066503846	0,2412747737	0,8102986506	0,9449917813	-6,3474820042
17499325	ENSMUSG00000031450	Grk1	0,0216592869	4,3422446462	0,2412494969	0,8103181347	0,9449917813	-6,3474880373
17281025	ENSMUSG00000035181	Heatr5a	-0,0135741278	7,1018208462	-0,2411468641	0,8103972483	0,9450319648	-6,3475125277
17347751	ENSMUSG00000024120	Lrpprc	0,0098080699	9,0962296	0,2410972075	0,8104355264	0,9450319648	-6,3475243731
17297495	NA	NA	0,0222938005	7,2817106	0,2410926556	0,8104390353	0,9450319648	-6,3475254588
17403811	ENSMUSG00000028182	Lrriq3	-0,0263652497	4,4857567846	-0,2409459293	0,8105521429	0,9451074979	-6,3475604449
17203469	NA	NA	-0,0397584423	6,1450613077	-0,2409194039	0,8105725911	0,9451074979	-6,3475667675
17295788	NA	NA	-0,0361226789	6,0963275692	-0,2408964819	0,8105902616	0,9451074979	-6,3475722306
17280774	ENSMUSG00000020545	Lrrc72	-0,0172069205	4,2210310462	-0,2407932206	0,8106698666	0,9451516542	-6,3475968349
17468525	NA	NA	0,0238797345	8,8534740308	0,2407725919	0,8106857696	0,9451516542	-6,3476017489
17205493	NA	NA	0,052596529	4,8911085692	0,2405733899	0,8108393425	0,945204036	-6,3476491795
17478082	ENSMUSG00000030835	Nomo1	0,0110776928	9,5954857692	0,2405721861	0,8108402706	0,945204036	-6,347649466
17279131	ENSMUSG00000021281	Tnfaip2	-0,0230912622	4,2869212154	-0,2405032397	0,8108934259	0,945204036	-6,3476658731
17537048	ENSMUSG00000031231	Cox7b	-0,0365208504	5,3109514769	-0,2405009746	0,8108951723	0,945204036	-6,3476664121
17293020	ENSMUSG00000021539	Lect2	0,0178556455	4,2127253077	0,2404222369	0,8109558775	0,945204036	-6,3476851433
17209205	NA	NA	-0,0583298288	4,9740785538	-0,2403981836	0,8109744223	0,945204036	-6,3476908642
17359368	ENSMUSG00000108929	Cc2d2b	-0,026224409	4,7820200769	-0,2403851982	0,810984434	0,945204036	-6,3476939525
17470196	ENSMUSG00000007827	Ankrd26	0,0125040024	8,1516746154	0,2403032439	0,811047621	0,945204036	-6,3477134394
17457960	ENSMUSG00000046652	Tas2r143	-0,0269389062	4,1121938923	-0,2403017054	0,8110488072	0,945204036	-6,3477138052
17538161	ENSMUSG00000031432	Prps1	0,0166566374	8,1943508615	0,240216536	0,8111144743	0,945204036	-6,3477340495
17244476	ENSMUSG00000045867	Cradd	0,0192700073	6,2522221385	0,2401335569	0,8111784542	0,945204036	-6,3477537663
17300893	ENSMUSG00000040040	Ift88	-0,0148343747	8,2684028769	-0,2401029062	0,8112020872	0,945204036	-6,3477610475
17210589	NA	NA	0,0401885959	4,8788864615	0,2400503906	0,8112425795	0,945204036	-6,3477735207
17203593	NA	NA	-0,0482511522	5,7026308308	-0,2400372622	0,8112527023	0,945204036	-6,3477766385
17230830	ENSMUSG00000039239	Tgfb2	-0,0155666668	7,0036424615	-0,2400305602	0,8112578699	0,945204036	-6,34777823
17513104	ENSMUSG00000031959	Wdr59	-0,011187489	8,0647574154	-0,2400117711	0,8112723575	0,945204036	-6,3477826916
17203175	NA	NA	-0,0536930684	6,6057237846	-0,2399380328	0,8113292151	0,945204036	-6,3478001981
17389048	NA	NA	-0,0171389759	5,8689590769	-0,2399296397	0,8113356868	0,945204036	-6,3478021904
17205705	NA	NA	-0,0395399267	6,8815599231	-0,2398977186	0,8113603006	0,945204036	-6,347809767
17458669	ENSMUSG00000053007	Creb5	0,0258727598	5,0916696769	0,2398722837	0,8113799133	0,945204036	-6,3478158034
17510422	ENSMUSG00000031803	B3gnt3	-0,0281547281	5,1488771231	-0,2398643041	0,8113860662	0,945204036	-6,347817697
17204547	NA	NA	0,0432326226	6,9747077692	0,2397302099	0,811489467	0,945204036	-6,3478495093
17291143	NA	NA	0,0221145941	4,9657006	0,2397204522	0,8114969914	0,945204036	-6,3478518235
17238359	ENSMUSG00000051716	Apon	0,0211184844	4,0444362769	0,2397160158	0,8115004124	0,945204036	-6,3478528756
17322473	NA	NA	-0,022329134	5,7288388462	-0,2397007428	0,8115121898	0,945204036	-6,3478564977
17539758	ENSMUSG00000044597	Mycs	0,0210769124	4,5031192308	0,2396994692	0,8115131719	0,945204036	-6,3478567997
17390866	NA	NA	-0,0192154545	5,9859084154	-0,2395526952	0,8116263548	0,945204036	-6,3478915953
17334449	ENSMUSG00000024158	Hagh	-0,0108684627	8,7986884462	-0,2395392512	0,8116367222	0,945204036	-6,3478947814
17202081	NA	NA	-0,0345151709	6,1428414769	-0,2394913777	0,8116736403	0,945204036	-6,3479061255
17533690	ENSMUSG00000001127	Araf	-0,0086862494	8,4007578154	-0,2394794808	0,8116828148	0,945204036	-6,3479089443
17446320	NA	NA	0,0384681403	5,2272082462	0,2394705527	0,8116896998	0,945204036	-6,3479110595
17286220	ENSMUSG00000017064	Prl5a1	0,0188021286	4,6987937385	0,2393443546	0,8117870211	0,945204036	-6,34794095
17343063	ENSMUSG00000079580	Tmem217	-0,0221500486	4,5645154462	-0,2393234164	0,8118031685	0,945204036	-6,3479459078
