	Ensembl ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17497131	ENSMUSG00000030960	Eef1akmt2	-0,0011295591	7,4182911231	-0,0220919866	0,9824598144	0,9982568478	-6,1432253699
17221375	ENSMUSG00000025932	Eya1	0,0011515303	8,8664681692	0,0220200944	0,9825168846	0,9982730178	-6,1432269132
17324616	#N/D	#N/D	-0,0026725567	4,6125886	-0,0219666964	0,9825592736	0,9982730178	-6,1432280563
17203095	#N/D	#N/D	-0,0035636205	7,1822359385	-0,0219136479	0,9826013852	0,9982730178	-6,1432291891
17548413	#N/D	#N/D	0,0016566251	5,4310993538	0,0217050451	0,9827669814	0,9982730178	-6,1432336171
17413666	#N/D	Gm829	-0,0015500569	4,1941200462	-0,0216503402	0,9828104082	0,9982730178	-6,1432347713
17364242	#N/D	#N/D	0,0025851713	5,3897797692	0,0216385943	0,9828197325	0,9982730178	-6,1432350188
17207597	#N/D	#N/D	-0,0041915304	6,9276814308	-0,0215218452	0,9829124125	0,9982730178	-6,143237471
17314051	ENSMUSG00000058441	Panx2	0,0012998637	7,8258839692	0,0214795187	0,982946013	0,9982730178	-6,1432383567
17336403	#N/D	#N/D	-0,0018528367	5,1644521231	-0,0213253843	0,9830683713	0,9982730178	-6,1432415675
17205101	#N/D	#N/D	0,0039364788	6,7721778308	0,0213110354	0,9830797621	0,9982730178	-6,1432418652
17209291	#N/D	#N/D	0,0039364788	6,7721778308	0,0213110354	0,9830797621	0,9982730178	-6,1432418652
17201433	#N/D	#N/D	0,0044665884	5,1549513538	0,0212102071	0,9831598041	0,9982730178	-6,1432439517
17511196	ENSMUSG00000003809	Gcdh	0,001255667	8,3714000308	0,0211632924	0,9831970471	0,9982730178	-6,1432449191
17290781	ENSMUSG00000055137	Sugct	0,0022925807	5,7789431231	0,0211361443	0,9832185985	0,9982730178	-6,1432454779
17445705	#N/D	#N/D	-0,0016494188	7,7795492615	-0,0211083791	0,9832406399	0,9982730178	-6,1432460487
17507933	ENSMUSG00000058618	AY761184	-0,0035076886	4,5181806	-0,0209546766	0,9833626563	0,9982730178	-6,143249195
17481334	ENSMUSG00000054568	Usp17la	0,0026259903	4,5272421846	0,0209500856	0,9833663009	0,9982730178	-6,1432492887
17294516	#N/D	#N/D	0,0044574271	4,0902596462	0,0209144587	0,9833945833	0,9982730178	-6,1432500145
17391531	#N/D	#N/D	-0,0023495753	4,5582164769	-0,0208117514	0,9834761176	0,9982730178	-6,1432521001
17541404	ENSMUSG00000031103	Elf4	0,0018133892	4,8770920154	0,020797967	0,9834870604	0,9982730178	-6,1432523792
17498158	ENSMUSG00000070140	Mir483	0,0047249222	6,2290902	0,0207593628	0,9835177064	0,9982730178	-6,1432531599
17550282	ENSMUSG00000070140	Mir483	0,0047249222	6,2290902	0,0207593628	0,9835177064	0,9982730178	-6,1432531599
17549782	#N/D	#N/D	-0,0024070862	5,1136751846	-0,0207324755	0,983539051	0,9982730178	-6,1432537029
17287764	ENSMUSG00000021497	Txndc15	0,0008324913	9,1783549846	0,0207302176	0,9835408434	0,9982730178	-6,1432537484
17299744	#N/D	#N/D	0,0023228173	5,5080206462	0,0206972536	0,983567012	0,9982730178	-6,143254413
17491636	ENSMUSG00000100826	Snhg14	0,0017739075	10,4888107846	0,0206399234	0,9836125239	0,9982730178	-6,1432555663
17499255	ENSMUSG00000031446	Cul4a	0,0009872984	8,8419203231	0,0206114418	0,9836351341	0,9982730178	-6,1432561381
17278349	ENSMUSG00000060863	Tcl1b2	-0,0028154307	5,6494132769	-0,0205701152	0,9836679414	0,9982730178	-6,1432569663
17368887	ENSMUSG00000075425	Gm13547	0,0016653413	5,2846710769	0,0204010459	0,9838021584	0,9982730178	-6,1432603373
17302619	#N/D	#N/D	-0,0022931516	5,1463410462	-0,0202727663	0,9839039944	0,9982730178	-6,1432628765
17367750	ENSMUSG00000026975	Dph7	-0,0012834378	7,2142285231	-0,0202716238	0,9839049014	0,9982730178	-6,143262899
17508691	ENSMUSG00000031586	Rbpms	0,0016212028	6,1602812308	0,0202469839	0,983924462	0,9982730178	-6,1432633849
17321524	ENSMUSG00000023008	Fmnl3	-0,0016366798	6,7103411846	-0,020221164	0,9839449595	0,9982730178	-6,1432638934
17462686	ENSMUSG00000046323	Dppa3	0,0017914111	4,7149816308	0,020218204	0,9839473093	0,9982730178	-6,1432639516
17330391	ENSMUSG00000034064	Poglut1	-0,0009268844	9,2594923385	-0,0202134347	0,9839510955	0,9982730178	-6,1432640455
17548444	#N/D	#N/D	0,0008769374	11,0269515385	0,0201890788	0,9839704307	0,9982730178	-6,1432645243
17248646	ENSMUSG00000087172	Gm12153	-0,0019002351	4,5808279538	-0,0201616967	0,9839921683	0,9982730178	-6,143265062
17305826	#N/D	#N/D	0,0023200917	7,8684517385	0,0201556873	0,983996939	0,9982730178	-6,1432651799
17357920	ENSMUSG00000096273	Olfr1474	-0,0021311148	4,3837282615	-0,0201520897	0,983999795	0,9982730178	-6,1432652505
17360305	#N/D	AA387883	0,0019292307	6,1859347692	0,0201305352	0,9840169063	0,9982730178	-6,1432656731
17334929	#N/D	#N/D	-0,0032908513	4,5363028769	-0,0201112887	0,9840321854	0,9982730178	-6,14326605
17205849	#N/D	#N/D	0,0018516876	7,6558004462	0,0200507283	0,9840802621	0,9982730178	-6,1432672336
17277756	#N/D	#N/D	0,0039246221	4,8364335385	0,0200298588	0,9840968297	0,9982730178	-6,1432676407
17396228	ENSMUSG00000027606	Dnajc5b	0,002199757	4,6889106462	0,020007732	0,9841143954	0,9982730178	-6,1432680718
17551123	#N/D	#N/D	0,003493595	4,7579087692	0,0199688859	0,984145234	0,9982730178	-6,1432688276
17303041	#N/D	#N/D	-0,0028990352	6,3950524923	-0,0199164237	0,9841868819	0,9982730178	-6,1432698459
17330150	#N/D	#N/D	0,0031135294	4,5919403538	0,0198280268	0,9842570574	0,9982730178	-6,1432715556
17266797	ENSMUSG00000020696	Rffl	0,001365122	6,7288386308	0,019783726	0,9842922263	0,9982730178	-6,1432724096
17470672	#N/D	#N/D	0,0040820828	4,3201002154	0,019777849	0,9842968919	0,9982730178	-6,1432725227
17486230	#N/D	#N/D	0,0015813948	4,9417497538	0,0197684267	0,984304372	0,9982730178	-6,1432727041
17347821	ENSMUSG00000093460	Six3os1	0,0017966467	4,5442413538	0,0197318699	0,9843333933	0,9982730178	-6,1432734068
17340435	#N/D	Pisd-ps2	0,0019391275	8,0681377846	0,0196935667	0,9843638011	0,9982730178	-6,1432741417
17501191	ENSMUSG00000031517	Gpm6a	0,0005530066	13,2067712308	0,0196022063	0,9844363295	0,9982730178	-6,1432758888
17424075	ENSMUSG00000036835	Psenen	-0,0010806434	9,9779189077	-0,0195471065	0,9844800716	0,9982730178	-6,1432769386
17493552	ENSMUSG00000074004	B3gnt6	0,0021231271	4,6711891385	0,0195007195	0,9845168971	0,9982730178	-6,1432778201
17397434	ENSMUSG00000087440	4930577N17Rik	0,0018318125	5,7470820769	0,0194591107	0,9845499292	0,9982730178	-6,143278609
17302356	#N/D	#N/D	-0,0037335384	5,9325053846	-0,019432712	0,9845708864	0,9982730178	-6,1432791086
17366928	ENSMUSG00000077086	Mir669o	-0,0041458792	6,4135637385	-0,0193210234	0,9846595533	0,9982730178	-6,143281215
17275678	ENSMUSG00000035431	Sstr1	-0,0014051378	6,7549674308	-0,019299574	0,9846765814	0,9982730178	-6,1432816181
17342897	ENSMUSG00000004865	Srpk1	-0,0008711023	9,5215634615	-0,0192796168	0,984692425	0,9982730178	-6,1432819928
17327331	ENSMUSG00000022945	Chaf1b	-0,0017380393	5,0030428615	-0,0192637104	0,9847050527	0,9982730178	-6,1432822912
17242003	#N/D	#N/D	0,0019182826	4,8852920923	0,0192546724	0,9847122278	0,9982730178	-6,1432824606
17209673	#N/D	#N/D	-0,0032119551	6,3568168308	-0,0190435595	0,9848798259	0,9982730178	-6,1432863953
17270091	#N/D	#N/D	0,0018564531	10,8279005231	0,0190310346	0,9848897691	0,9982730178	-6,1432866274
17333416	#N/D	#N/D	0,0062797924	4,7941356	0,0190226297	0,9848964416	0,9982730178	-6,143286783
17345802	ENSMUSG00000023995	Tspo2	-0,0024590698	4,2905622154	-0,0189874867	0,984924341	0,9982730178	-6,1432874331
17205371	#N/D	#N/D	-0,0021303139	7,9167038615	-0,0189771078	0,9849325806	0,9982730178	-6,1432876249
17383241	ENSMUSG00000009216	Fam163b	-0,0013808434	8,8832562154	-0,0188967826	0,9849963493	0,9982730178	-6,1432891054
17293982	ENSMUSG00000059839	Zfp874b	0,0031717405	4,0467816923	0,0188671023	0,985019912	0,9982730178	-6,1432896508
17206935	#N/D	#N/D	0,0055191593	4,5670180462	0,0188652551	0,9850213785	0,9982730178	-6,1432896847
17208417	#N/D	#N/D	0,0034805831	6,6287896923	0,0188139369	0,9850621192	0,9982730178	-6,1432906257
17202437	#N/D	#N/D	0,004441232	4,3148702923	0,018809754	0,9850654399	0,9982730178	-6,1432907023
17200463	#N/D	#N/D	0,0045742808	5,4869684154	0,0188079268	0,9850668905	0,9982730178	-6,1432907358
17209799	#N/D	#N/D	0,0046413829	5,6689118308	0,0187924236	0,9850791983	0,9982730178	-6,1432910195
17208955	#N/D	#N/D	0,0024419881	7,3242398615	0,0187576957	0,9851067682	0,9982730178	-6,1432916541
17307709	ENSMUSG00000021972	Hmbox1	0,0008183851	8,86286	0,0186458041	0,9851955974	0,9982730178	-6,1432936908
17414277	ENSMUSG00000060206	Zfp462	0,0009330827	9,0374349077	0,018644303	0,9851967891	0,9982730178	-6,143293718
17515703	ENSMUSG00000031994	Adamts8	0,0014211019	5,6256040615	0,0185485254	0,9852728257	0,9982730178	-6,1432954516
17202975	#N/D	#N/D	0,0044230985	4,7854835692	0,0185201939	0,9852953177	0,9982730178	-6,1432959627
17275778	ENSMUSG00000047227	Gm527	-0,0011546404	7,792738	-0,0185082712	0,985304783	0,9982730178	-6,1432961775
17312367	ENSMUSG00000034259	Exosc4	0,0012791469	5,9080459692	0,0184991276	0,985312042	0,9982730178	-6,1432963422
17501633	ENSMUSG00000015568	Lpl	-0,001399282	6,7139481538	-0,0183804231	0,9854062803	0,9982730178	-6,1432984727
17275436	ENSMUSG00000061603	Akap6	-0,0007231977	10,8723303077	-0,0183645707	0,9854188654	0,9982730178	-6,1432987561
17475170	ENSMUSG00000045252	Zfp574	-0,0018606221	5,2983201692	-0,018316073	0,9854573672	0,9982730178	-6,1432996218
17498821	ENSMUSG00000011837	Snapc2	-0,001515986	7,8616011385	-0,0182912341	0,9854770867	0,9982730178	-6,1433000643
17295196	ENSMUSG00000047117	Ankdd1b	-0,0015420698	5,4742759385	-0,018282486	0,9854840317	0,9982730178	-6,1433002201
17258834	ENSMUSG00000025573	6030468B19Rik	-0,0020911328	4,6620567846	-0,018176344	0,985568297	0,9982730178	-6,1433021033
17200359	#N/D	#N/D	-0,0020111438	10,2066204	-0,0181026765	0,9856267812	0,9982730178	-6,1433034039
17202813	#N/D	#N/D	-0,002522496	6,9479509846	-0,0180997722	0,9856290869	0,9982730178	-6,1433034551
17278761	ENSMUSG00000088294	AF357425	-0,0008834553	11,7566723077	-0,0180729911	0,9856503484	0,9982730178	-6,1433039265
17203317	#N/D	#N/D	0,0023713216	7,2629791846	0,0180687434	0,9856537206	0,9982730178	-6,1433040012
17546774	ENSMUSG00000096768	Erdr1	-0,0037815919	11,8843969231	-0,0179533074	0,9857453647	0,9982730178	-6,1433060249
17431910	ENSMUSG00000028736	Pax7	-0,0019765719	5,2987567231	-0,0178878626	0,9857973212	0,9982730178	-6,1433071664
17548440	ENSMUSG00000032288	Imp3	0,0010567203	8,7057028769	0,0178584234	0,9858206929	0,9982730178	-6,1433076785
17497091	ENSMUSG00000030934	Oat	-0,0006608634	9,7649196769	-0,0178037458	0,9858641014	0,9982730178	-6,1433086274
17507515	ENSMUSG00000074469	Gm15348	-0,0015871164	4,2822836154	-0,0176912462	0,9859534148	0,9982730178	-6,1433105707
17415915	#N/D	#N/D	-0,0020381889	5,4576957846	-0,0176516375	0,9859848602	0,9982730178	-6,143311252
17369860	ENSMUSG00000026810	Dpm2	-0,001393097	8,0909856154	-0,0175618809	0,9860561181	0,9982730178	-6,1433127901
17201103	#N/D	#N/D	0,0057964803	5,5148111385	0,0175452404	0,986069329	0,9982730178	-6,1433130744
17391441	#N/D	#N/D	0,0029905871	8,9743604923	0,0175389993	0,9860742839	0,9982730178	-6,143313181
17501277	ENSMUSG00000097910	5033428I22Rik	0,001538642	4,7412053538	0,0175305527	0,9860809897	0,9982730178	-6,1433133251
17397488	#N/D	#N/D	-0,0016356095	4,1143719231	-0,0175278639	0,9860831243	0,9982730178	-6,143313371
17380544	#N/D	#N/D	-0,0025423071	4,5177404615	-0,0175257225	0,9860848244	0,9982730178	-6,1433134075
17332653	#N/D	#N/D	-0,0017360477	5,0584401231	-0,0175010234	0,9861044331	0,9982730178	-6,1433138285
17537409	#N/D	#N/D	-0,0021691092	4,2031968	-0,0174373311	0,9861549986	0,9982730178	-6,1433149115
17537450	#N/D	#N/D	-0,0021691092	4,2031968	-0,0174373311	0,9861549986	0,9982730178	-6,1433149115
17537488	#N/D	#N/D	-0,0021691092	4,2031968	-0,0174373311	0,9861549986	0,9982730178	-6,1433149115
17200985	#N/D	#N/D	-0,0032835698	5,6589926462	-0,0174363925	0,9861557438	0,9982730178	-6,1433149274
17439893	#N/D	#N/D	0,0018481649	7,3773565538	0,0173783161	0,9862018509	0,9982730178	-6,1433159114
17477897	ENSMUSG00000030826	Bcat2	-0,0014183299	6,1487177077	-0,0173450171	0,9862282872	0,9982730178	-6,1433164741
17448812	#N/D	#N/D	0,0015209559	5,2956858154	0,0173420252	0,9862306624	0,9982730178	-6,1433165246
17469793	#N/D	#N/D	0,0022156733	5,9584402	0,0172770517	0,9862822453	0,9982730178	-6,1433176192
17424461	#N/D	#N/D	-0,0020323063	8,7569767385	-0,0172092511	0,9863360727	0,9982730178	-6,1433187571
17448373	#N/D	LOC102634968	0,0015403008	4,1255851846	0,0171960376	0,9863465629	0,9982730178	-6,1433189783
17476076	ENSMUSG00000030589	Rasgrp4	0,0017933249	4,7868921538	0,017168453	0,9863684626	0,9982730178	-6,1433194397
17237353	#N/D	#N/D	0,0017269233	4,4234217231	0,0171457825	0,9863864609	0,9982730178	-6,1433198182
17374692	ENSMUSG00000027326	Knl1	-0,0017035529	4,8920408615	-0,0171385573	0,9863921971	0,9982730178	-6,1433199388
17203453	#N/D	#N/D	0,00324194	4,3241009538	0,0171050687	0,9864187839	0,9982730178	-6,1433204969
17381999	ENSMUSG00000054074	Skida1	-0,0014266219	5,6248533846	-0,0170754132	0,9864423277	0,9982730178	-6,1433209902
17534122	ENSMUSG00000016308	Ube2a	-0,0014253147	8,0504556769	-0,0170732492	0,9864440457	0,9982730178	-6,1433210261
17373842	#N/D	#N/D	-0,0013872295	4,4844129077	-0,0170556524	0,986458016	0,9982730178	-6,1433213184
17496901	ENSMUSG00000030846	Tial1	0,0007984912	8,6754953692	0,0170532268	0,9864599417	0,9982730178	-6,1433213586
17337197	ENSMUSG00000039518	Cdsn	-0,0015264662	5,0359368	-0,0170439892	0,9864672755	0,9982730178	-6,1433215119
17351273	ENSMUSG00000045991	Onecut2	0,0020798265	5,7272809231	0,0170174252	0,9864883649	0,9982730178	-6,1433219523
17477508	ENSMUSG00000002204	Napsa	-0,0020735866	4,4818186923	-0,0170157455	0,9864896985	0,9982730178	-6,1433219801
17378104	ENSMUSG00000042459	Bpifa2	0,0022170681	4,1611946615	0,0169928036	0,9865079123	0,9982730178	-6,1433223598
17541646	#N/D	#N/D	-0,0015786447	5,6647716923	-0,0169734449	0,9865232813	0,9982730178	-6,1433226798
17490061	ENSMUSG00000074158	Zfp976	0,0031659932	4,9986174154	0,0169132145	0,9865710989	0,9982730178	-6,143323673
17549358	#N/D	#N/D	-0,0016432499	6,0575581385	-0,0169080003	0,9865752385	0,9982730178	-6,1433237588
17549744	#N/D	#N/D	-0,0016432499	6,0575581385	-0,0169080003	0,9865752385	0,9982730178	-6,1433237588
17462843	ENSMUSG00000008845	Cd163	-0,0012151166	5,0922038769	-0,0168735778	0,986602567	0,9982730178	-6,1433243248
17549952	#N/D	#N/D	-0,0033411514	5,5609816462	-0,0168674857	0,9866074035	0,9982730178	-6,1433244248
17369196	ENSMUSG00000026858	Miga2	-0,0008244018	8,1045091538	-0,0168562768	0,9866163025	0,9982730178	-6,1433246087
17332447	ENSMUSG00000040681	Hmgn1	-0,0012158214	7,623445	-0,0168399834	0,986629238	0,9982730178	-6,1433248759
17348400	ENSMUSG00000005836	Gata6	-0,0014857456	4,0984519231	-0,0168034408	0,9866582496	0,9982730178	-6,1433254742
17432927	ENSMUSG00000029001	Fbxo44	-0,0008283735	8,8840911846	-0,0166745142	0,9867606062	0,9982730178	-6,1433275747
17439552	#N/D	#N/D	-0,0020484764	4,3243938308	-0,0166096479	0,9868121046	0,9982730178	-6,1433286254
17264330	#N/D	#N/D	-0,0017455397	4,3054332769	-0,0165537154	0,9868565103	0,9982730178	-6,1433295281
17348105	ENSMUSG00000024232	Bambi	0,0016838616	6,3689714308	0,0165424348	0,9868654661	0,9982730178	-6,1433297098
17359608	ENSMUSG00000025192	Entpd7	0,002949421	7,8094993538	0,0164970533	0,9869014953	0,9982730178	-6,1433304395
17515869	#N/D	#N/D	0,002637256	5,5902627846	0,0164959996	0,9869023318	0,9982730178	-6,1433304564
17203419	#N/D	#N/D	0,0017328559	8,3743942769	0,0164815212	0,9869138265	0,9982730178	-6,1433306888
17353628	ENSMUSG00000024352	Spata24	0,0015206083	7,0441948769	0,0164697212	0,9869231947	0,9982730178	-6,143330878
17232534	ENSMUSG00000019779	Frk	0,0017401902	4,9053611846	0,0164256121	0,9869582137	0,9982730178	-6,1433315841
17501800	ENSMUSG00000007594	Hapln4	-0,0012700915	8,4023337385	-0,0163922277	0,9869847182	0,9982730178	-6,1433321173
17209663	#N/D	#N/D	-0,0049892023	5,3822219846	-0,0163329674	0,9870317661	0,9982730178	-6,143333061
17423974	#N/D	#N/D	-0,0016795959	4,1573593692	-0,0163291067	0,9870348312	0,9982730178	-6,1433331224
17474377	ENSMUSG00000030411	Nova2	-0,0010470688	8,0951006308	-0,0163225619	0,9870400272	0,9982730178	-6,1433332264
17497058	ENSMUSG00000030862	Cpxm2	0,0015627706	5,7408284	0,0162582805	0,9870910615	0,9982730178	-6,1433342456
17327609	#N/D	#N/D	0,00148103	5,8144680923	0,0162271191	0,9871158012	0,9982730178	-6,1433347383
17389138	ENSMUSG00000086186	Ccdc34os	-0,0019899331	4,1789266308	-0,016202868	0,9871350546	0,9982730178	-6,143335121
17481504	ENSMUSG00000073898	Olfr713	-0,0027012182	4,8377781538	-0,0161440491	0,9871817522	0,9982730178	-6,1433360469
17503178	#N/D	#N/D	0,001619059	5,0013474308	0,0161376258	0,9871868518	0,9982730178	-6,1433361478
17372002	#N/D	Gm13707	0,0019451368	4,4393986923	0,016096197	0,987219743	0,9982730178	-6,1433367977
17331019	ENSMUSG00000102101	Zbtb11os1	-0,001661308	5,3902376462	-0,0160881087	0,9872261645	0,9982730178	-6,1433369244
17208607	#N/D	#N/D	-0,002376135	7,3182071231	-0,0160555509	0,9872520129	0,9982730178	-6,1433374337
17392025	ENSMUSG00000037376	Trmt6	-0,0009315449	8,1812575385	-0,0160467901	0,9872589683	0,9982730178	-6,1433375705
17329527	ENSMUSG00000051065	Mb21d2	-0,000915751	8,4483049692	-0,0159486208	0,9873369073	0,9982730178	-6,1433390991
17237208	ENSMUSG00000020186	Csrp2	0,0014888186	4,9696017231	0,0158846307	0,9873877106	0,9982730178	-6,1433400904
17330544	ENSMUSG00000022696	Sidt1	0,0006970963	9,2602272462	0,015802823	0,9874526598	0,9982730178	-6,143341352
17200639	#N/D	#N/D	-0,0046863129	4,6821531077	-0,0157497339	0,9874948086	0,9982730178	-6,1433421671
17347873	ENSMUSG00000100738	2010106C02Rik	0,001629916	5,2211866154	0,0157302869	0,9875102481	0,9982730178	-6,1433424651
17204369	#N/D	#N/D	-0,002895769	5,9094416615	-0,0157285995	0,9875115878	0,9982730178	-6,1433424909
17359936	#N/D	#N/D	0,0013600043	11,1844069231	0,0157174658	0,9875204271	0,9982730178	-6,1433426613
17201453	#N/D	#N/D	-0,0038185678	6,1809345231	-0,0157119888	0,9875247755	0,9982730178	-6,1433427451
17262349	#N/D	#N/D	-0,0008301577	12,2206913846	-0,0157073907	0,987528426	0,9982730178	-6,1433428154
17412391	#N/D	#N/D	0,0015363056	6,1556595385	0,0155739277	0,9876343861	0,998320464	-6,1433448471
17227616	ENSMUSG00000063681	Crb1	0,0017149375	4,9456186769	0,0155715921	0,9876362404	0,998320464	-6,1433448825
17507094	ENSMUSG00000019470	Xab2	-0,0006288204	8,0128547077	-0,0154406655	0,987740187	0,9983668606	-6,1433468585
17481388	ENSMUSG00000037049	Smpd1	-0,0006610302	9,0589024	-0,0154370946	0,987743022	0,9983668606	-6,1433469121
17355538	ENSMUSG00000041840	Haus1	-0,0010395042	6,9036380615	-0,0153527138	0,9878100145	0,9984038043	-6,1433481765
17413511	ENSMUSG00000028478	Clta	0,0007219714	9,4911116923	0,0152180574	0,9879169227	0,9984663102	-6,1433501798
17516558	ENSMUSG00000049932	H2afx	-0,0009534751	8,0523449692	-0,0151731818	0,987952551	0,9984663102	-6,1433508435
17200455	#N/D	#N/D	-0,0034758307	5,6581823231	-0,0151241721	0,9879914614	0,9984663102	-6,1433515661
17446093	#N/D	#N/D	0,0028771036	6,5123238462	0,015071477	0,9880332979	0,9984663102	-6,1433523405
17525324	#N/D	#N/D	0,002153095	4,4588166615	0,0150543426	0,9880469015	0,9984663102	-6,1433525917
17209917	#N/D	#N/D	-0,0043423318	5,5620980923	-0,0149725408	0,988111847	0,9984663102	-6,143353787
17323999	#N/D	#N/D	0,0024533742	4,9946010923	0,0149098382	0,9881616289	0,9984663102	-6,1433546989
17377197	#N/D	#N/D	-0,0019434235	4,9869639538	-0,0149021942	0,9881676977	0,9984663102	-6,1433548098
17221373	ENSMUSG00000097711	Gm5523	-0,0018496376	7,0240000308	-0,0148483212	0,9882104695	0,9984663102	-6,1433555898
17490245	ENSMUSG00000038670	Mybpc2	-0,0019158245	4,3099086	-0,0148475046	0,9882111178	0,9984663102	-6,1433556016
17205955	#N/D	#N/D	-0,0031132208	6,1739007692	-0,014807747	0,9882426829	0,9984663102	-6,1433561753
17334538	ENSMUSG00000044172	Ptx4	0,0014958875	4,4068108154	0,0147800723	0,9882646549	0,9984663102	-6,1433565738
17493185	ENSMUSG00000039428	Tmem135	-0,0005523677	8,9140795846	-0,0147537825	0,9882855274	0,9984663102	-6,1433569517
17283955	#N/D	#N/D	0,0015715837	6,6440893077	0,0147379835	0,9882980708	0,9984663102	-6,1433571784
17487730	ENSMUSG00000066721	Zfp575	0,0012995463	5,813443	0,0146477514	0,9883697097	0,9985079278	-6,1433584688
17440772	#N/D	#N/D	-0,0018105951	5,4764137231	-0,0144467414	0,9885293	0,9985957728	-6,1433613149
17450675	ENSMUSG00000106333	4930428O21Rik	0,0015796436	4,0659826462	0,0144223745	0,9885486459	0,9985957728	-6,1433616572
17205455	#N/D	#N/D	-0,002034934	7,1836294769	-0,0143736522	0,9885873287	0,9985957728	-6,14336234
17340845	ENSMUSG00000023830	Igf2r	-0,0006646076	7,9570608615	-0,0142808652	0,9886609964	0,9985957728	-6,1433636339
17223662	#N/D	4930487H11Rik	-0,001414068	4,2263455077	-0,014183892	0,9887379878	0,9985957728	-6,1433649772
17229336	ENSMUSG00000040596	Pogk	-0,0010820377	6,8713343692	-0,0141481497	0,9887663652	0,9985957728	-6,14336547
17361638	ENSMUSG00000056185	Snx32	0,0006851168	9,4234203846	0,0141470542	0,988767235	0,9985957728	-6,1433654851
17295177	ENSMUSG00000051111	Sv2c	-0,0014096086	8,1275420923	-0,0140905258	0,9888121155	0,9985957728	-6,1433662619
17495297	ENSMUSG00000030751	Psma1	0,0006056864	8,8512702462	0,0140841167	0,988817204	0,9985957728	-6,1433663498
17209717	#N/D	#N/D	-0,0032864569	6,2863097231	-0,014071916	0,9888268907	0,9985957728	-6,143366517
17418223	ENSMUSG00000043333	Rhbdl2	-0,001133405	4,6246290154	-0,0140632091	0,9888338035	0,9985957728	-6,1433666362
17440164	ENSMUSG00000056531	Ccdc18	0,0010417762	4,8129744769	0,0140201895	0,9888679588	0,9985957728	-6,1433672241
17403775	ENSMUSG00000028199	Cryz	0,0007676912	7,1629066462	0,0139408849	0,9889309225	0,9985957728	-6,1433683033
17202525	#N/D	#N/D	0,0018600014	6,9958956	0,0139337247	0,9889366074	0,9985957728	-6,1433684004
17250824	ENSMUSG00000042200	Cdrt4	-0,0015625872	4,4070085846	-0,0138678553	0,9889889044	0,9985957728	-6,1433692916
17261608	ENSMUSG00000020159	Gabrp	-0,0016699699	4,116569	-0,013817789	0,9890286545	0,9985957728	-6,1433699662
17531001	ENSMUSG00000034684	Sema3f	0,0009042173	6,6254420615	0,0137732345	0,9890640285	0,9985957728	-6,1433705644
17503362	ENSMUSG00000008167	Fbxw9	0,0009284062	6,2568947385	0,0137595989	0,9890748545	0,9985957728	-6,1433707471
17486223	ENSMUSG00000096691	Vmn2r33	-0,0013600565	7,4345811077	-0,0137112629	0,9891132309	0,9985957728	-6,1433713933
17380263	ENSMUSG00000057047	1700010B08Rik	0,0012858737	4,4759187692	0,0136170292	0,989188048	0,9985957728	-6,1433726465
17235626	ENSMUSG00000004933	Matk	0,0005425794	7,9335727077	0,0136161773	0,9891887243	0,9985957728	-6,1433726578
17274875	ENSMUSG00000020572	Nampt	-0,0008505167	8,3949984462	-0,0135883931	0,9892107837	0,9985957728	-6,1433730257
17384301	ENSMUSG00000035949	Fbxw2	-0,0005631326	8,9297992308	-0,0135847386	0,9892136852	0,9985957728	-6,143373074
17206383	#N/D	#N/D	0,002807262	5,8813191846	0,0135739761	0,98922223	0,9985957728	-6,1433732163
17214142	ENSMUSG00000026180	Cxcr2	-0,0013855884	4,2698020923	-0,0135282485	0,9892585356	0,9985957728	-6,1433738194
17324546	ENSMUSG00000052276	Ostn	-0,0014376116	4,3119342923	-0,0135099981	0,9892730256	0,9985957728	-6,1433740595
17525379	ENSMUSG00000050471	Fam118b	0,0007795206	7,4849994769	0,0135027846	0,9892787528	0,9985957728	-6,1433741543
17243162	ENSMUSG00000046822	Slc39a3	0,0009906914	7,2219675077	0,0134356822	0,989332029	0,9986069542	-6,143375034
17504327	ENSMUSG00000036564	Ndrg4	0,0003721453	11,4184118462	0,0134121329	0,989350726	0,9986069542	-6,1433753417
17437803	ENSMUSG00000037795	N4bp2	-0,0010294839	6,7899268615	-0,0133430773	0,9894055531	0,9986315604	-6,1433762409
17393225	ENSMUSG00000038383	Pigu	-0,0007007298	8,4125285538	-0,0132730436	0,9894611567	0,9986391642	-6,143377148
17307213	#N/D	#N/D	-0,0014520316	5,3048630462	-0,013227522	0,9894972989	0,9986391642	-6,1433777351
17372747	ENSMUSG00000111454	Olfr998	0,0009717104	4,5158116769	0,0132185354	0,9895044339	0,9986391642	-6,1433778507
17450690	#N/D	#N/D	0,0006012089	9,4446906923	0,0131679779	0,9895445743	0,9986489446	-6,1433784999
17376535	#N/D	Gm14285	0,0014352067	6,0024887692	0,0130712992	0,9896213331	0,9986956787	-6,1433797345
17342249	ENSMUSG00000024112	Cacna1h	0,0008896388	7,4561504769	0,013011461	0,9896688421	0,9987128928	-6,143380494
17209891	#N/D	#N/D	0,0018373549	7,2703350462	0,0128931224	0,9897627982	0,9987232403	-6,1433819859
17231163	ENSMUSG00000016262	Sertad4	0,0012164416	5,3139636769	0,0128554411	0,9897927156	0,9987232403	-6,143382458
